Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
1557516465262960,-5.973453,-0.273050,-0.627746,-1.031135,-0.877844,0.658113,45.498580,-15.739830,0.524518,4635482993937350700.000000,-0.678098,0.309622,-0.561614,-0.359037,-8.765506,7.946107,-6.162978,-2.680628,-0.758042,2.978265,33.193756,-7.774484,-31.106750,4635479557426642900.000000,0.172804,-0.539512,0.181656,0.803783,-5.695771,-1.474016,-0.811022,-2.630894,-0.284252,3.299261,24.501716,40.619585,-12.950735,4635481060665196500.000000,-0.350534,-0.275880,-0.518143,0.729757,-6.408938,3.796911,3.499143,0.839042,-1.495177,-0.712125,46.052923,-15.932451,-16.986857,4635480309045919700.000000,-0.424215,0.518296,-0.385603,-0.634603,-13.303153,-2.386084,7.418075,1.658844,2.222621,-2.452055,39.744269,-7.915607,27.870116,4635480845916831700.000000,-0.553095,-0.335231,-0.759399,0.070851
1557516465271293,-6.508699,-0.855757,0.251654,-1.040216,-0.997567,0.700973,45.413140,-15.915255,-0.277896,4635482993937350700.000000,-0.677950,0.309629,-0.558243,-0.364525,-9.558838,8.417183,-6.551942,-2.690018,-0.722511,3.035293,32.769736,-7.860709,-31.630765,4635479557426642900.000000,0.157064,-0.536772,0.178826,0.809461,-6.147406,-1.527819,-0.835435,-2.831118,-0.311089,3.351762,25.872739,40.082030,-12.288511,4635481060665196500.000000,-0.426884,-0.230317,-0.544886,0.683977,-7.238325,1.458870,5.098773,0.645612,-1.823776,-0.585494,45.933066,-16.239427,-17.804940,4635480309045919700.000000,-0.429979,0.513114,-0.382931,-0.636550,-14.529684,-2.081648,6.961085,1.711883,2.146812,-2.532615,39.597784,-6.881038,29.055509,4635480845916831700.000000,-0.543083,-0.331315,-0.767491,0.079045
1557516465279626,-6.973950,-1.345880,0.975316,-1.047713,-1.001883,0.764662,45.555287,-16.002307,-0.748175,4635483204665464800.000000,-0.677676,0.309487,-0.554909,-0.370202,-10.514182,8.864809,-6.657075,-2.725966,-0.689113,3.111620,32.356325,-7.947793,-32.389937,4635479557426642900.000000,0.140911,-0.533950,0.176013,0.814899,-6.563988,-1.617055,-0.833542,-3.036361,-0.336723,3.399029,27.207088,39.639141,-11.469595,4635481060665196500.000000,-0.440109,-0.231400,-0.549510,0.671414,-9.980134,-1.124616,3.901020,0.541604,-1.612388,-0.553848,45.707562,-16.260262,-18.817427,4635480208732098600.000000,-0.435072,0.508594,-0.380408,-0.638227,-15.870042,-1.702291,6.512247,1.662529,2.037344,-2.584884,39.451314,-5.860330,30.078027,4635480845916831700.000000,-0.533345,-0.327001,-0.775232,0.087345
1557516465287959,-7.401895,-1.738346,1.312229,-0.926267,-0.823737,0.818270,45.641882,-16.471081,-1.008415,4635483208685715500.000000,-0.677035,0.309139,-0.552316,-0.375505,-11.511922,9.251405,-6.622946,-2.784917,-0.651375,3.194363,31.814385,-7.906357,-33.193991,4635479557426642900.000000,0.124272,-0.531062,0.173150,0.820090,-7.107088,-1.770753,-0.830103,-3.243263,-0.354685,3.446189,28.553224,39.366307,-10.394401,4635481060665196500.000000,-0.453539,-0.232072,-0.554440,0.658059,-7.021094,6.791885,4.892148,0.125004,-1.869238,-0.767780,45.555456,-16.180428,-19.763008,4635480201671737300.000000,-0.440233,0.504453,-0.375837,-0.640678,-17.283866,-1.292596,6.156211,1.555423,1.922241,-2.606301,39.260618,-4.766395,31.236234,4635480845916831700.000000,-0.523997,-0.322259,-0.782596,0.095493
1557516465296292,-7.781150,-1.913323,0.252536,-0.835924,-0.760607,0.824509,45.487792,-16.875203,-1.444350,4635483208685715500.000000,-0.676332,0.308608,-0.550033,-0.380526,-12.639698,9.471205,-6.605840,-2.820035,-0.623102,3.284146,31.252903,-7.982772,-33.682415,4635479557426642900.000000,0.107186,-0.528051,0.170323,0.825024,-7.810442,-1.976722,-0.795033,-3.441271,-0.365035,3.496555,29.448841,39.325373,-9.431065,4635481060665196500.000000,-0.467135,-0.232362,-0.559633,0.643897,-10.346358,-3.473318,3.463004,-0.146357,-1.852561,-0.555430,45.545822,-16.094977,-20.349436,4635480201671737300.000000,-0.444202,0.500486,-0.370996,-0.643864,-18.567050,-0.882139,5.809326,1.396424,1.806858,-2.591648,38.996653,-3.694883,32.505837,4635480845916831700.000000,-0.515135,-0.317096,-0.789575,0.103235
1557516465304625,-8.506880,-1.940514,0.327748,-0.813266,-0.801369,0.846616,45.317121,-17.050501,-1.895791,4635483208685715500.000000,-0.675693,0.307886,-0.547686,-0.385598,-13.977482,9.497360,-6.540770,-2.780703,-0.611200,3.401765,30.828815,-8.006422,-34.121873,4635479557426642900.000000,0.089736,-0.524800,0.167837,0.829677,-8.704063,-2.284103,-0.754974,-3.624918,-0.367443,3.551657,30.107649,39.288421,-8.610135,4635481060665196500.000000,-0.480857,-0.232314,-0.565030,0.628926,-5.635615,7.691824,0.859726,0.016174,-1.757238,-0.620235,45.329160,-16.169179,-20.990735,4635480201671737300.000000,-0.448510,0.496540,-0.366612,-0.646438,-19.731477,-0.140551,5.214674,1.134712,1.667448,-2.524542,38.512088,-2.649985,33.664734,4635480845916831700.000000,-0.507007,-0.311465,-0.796117,0.110145
1557516465312958,-8.963878,-1.940977,0.126009,-0.768849,-0.694246,0.858568,45.158195,-17.293260,-2.251657,4635483208685715500.000000,-0.674826,0.307171,-0.545712,-0.390453,-15.344710,9.550222,-6.541533,-2.672219,-0.603437,3.529085,30.415398,-7.955194,-34.645919,4635479557426642900.000000,0.072045,-0.521265,0.165949,0.833998,-9.761403,-2.643431,-0.788483,-3.793622,-0.368210,3.612102,31.093062,38.832905,-7.676420,4635481060665196500.000000,-0.494677,-0.231960,-0.570560,0.613148,-10.246175,-3.394717,3.796674,-0.231579,-1.899363,-0.328598,44.800741,-16.243229,-22.082445,4635480001071560700.000000,-0.451711,0.492197,-0.361877,-0.650188,-20.434241,0.799397,4.514257,0.782619,1.503965,-2.416784,37.997535,-1.607542,34.640626,4635480845916831700.000000,-0.499845,-0.305316,-0.802193,0.115861
1557516465321291,-9.702887,-1.797283,-0.057544,-0.773237,-0.640819,0.883937,45.155186,-17.693049,-2.605630,4635483208685715500.000000,-0.673771,0.306488,-0.543900,-0.395311,-16.563799,9.780393,-6.722879,-2.545485,-0.579311,3.645224,30.010961,-7.957591,-35.256988,4635479557426642900.000000,0.054180,-0.517514,0.164700,0.837924,-10.807384,-2.913204,-0.867045,-3.948899,-0.356240,3.673283,32.154689,38.161230,-6.556228,4635481060665196500.000000,-0.508527,-0.231346,-0.576186,0.596565,-8.292314,5.070116,0.492240,0.031460,-1.718252,-0.519180,44.182919,-16.248055,-23.205652,4635479986923372500.000000,-0.455669,0.488104,-0.357785,-0.652771,-20.601259,1.658341,3.960741,0.350527,1.317355,-2.306376,37.545841,-0.746746,35.499795,4635480845916831700.000000,-0.493840,-0.298502,-0.807829,0.120131
1557516465329624,-10.208047,-1.818437,-0.516067,-0.730381,-0.652394,0.935767,45.227030,-18.251561,-3.127287,4635483208685715500.000000,-0.672690,0.305536,-0.542180,-0.400221,-17.844675,10.131884,-6.962115,-2.411760,-0.540583,3.768764,29.608122,-8.318643,-35.858414,4635479557426642900.000000,0.036128,-0.513601,0.164137,0.841408,-11.824094,-3.180221,-0.864843,-4.082175,-0.316138,3.744141,33.262499,37.421542,-5.445617,4635481060665196500.000000,-0.522317,-0.230600,-0.581874,0.579165,-10.262282,-1.172863,4.269010,-0.128308,-1.670843,-0.422336,43.708699,-16.179642,-24.157463,4635479986923372500.000000,-0.458944,0.484272,-0.353529,-0.655643,-20.385018,1.948122,3.779457,-0.101389,1.152647,-2.195479,37.057352,-0.237965,36.381424,4635480845916831700.000000,-0.488949,-0.291007,-0.813113,0.122847
1557516465337957,-10.433138,-1.926673,-0.596765,-0.706494,-0.651591,1.023730,45.072761,-18.585586,-3.580358,4635483208685715500.000000,-0.671470,0.304308,-0.540599,-0.405310,-19.180943,10.519248,-7.407113,-2.271623,-0.483344,3.898362,29.004428,-8.733695,-36.298010,4635479557426642900.000000,0.017870,-0.509596,0.164294,0.844393,-12.925004,-3.531130,-0.801921,-4.187511,-0.256263,3.820448,34.739710,36.314007,-4.280225,4635481060665196500.000000,-0.535958,-0.229828,-0.587569,0.560972,-7.870035,4.314992,2.603440,0.061551,-1.654478,-0.478298,43.461431,-16.094988,-25.006298,4635479986923372500.000000,-0.462710,0.480177,-0.349694,-0.658061,-20.026208,1.906666,3.835870,-0.479725,1.019847,-2.053479,36.633117,0.027593,37.193721,4635480781110960100.000000,-0.484987,-0.283118,-0.818059,0.124142
1557516465346290,-10.437330,-1.940743,-0.598163,-0.674616,-0.477662,1.065232,44.914084,-18.831336,-3.936195,4635483313998478300.000000,-0.669808,0.303180,-0.539598,-0.410212,-20.449629,10.751297,-8.020560,-2.164862,-0.402262,4.012940,28.158313,-9.021865,-36.797579,4635479557426642900.000000,-0.000628,-0.505606,0.165015,0.846837,-14.068960,-3.830640,-0.728683,-4.270899,-0.182976,3.897348,36.289591,35.253028,-3.154124,4635481060665196500.000000,-0.549371,-0.229099,-0.593231,0.542017,-8.659815,1.144912,1.838798,-0.281322,-1.641521,-0.033858,42.933069,-16.169169,-26.019549,4635479986923372500.000000,-0.464530,0.476105,-0.345818,-0.661775,-19.480614,1.958460,3.877115,-0.762689,0.919591,-1.888740,36.311094,0.198284,37.872079,4635480738542649300.000000,-0.481737,-0.275139,-0.822672,0.124250
1557516465354623,-10.712676,-2.000835,-1.053083,-0.670859,-0.365316,1.071249,44.755408,-19.470516,-4.541570,4635483316059897900.000000,-0.667867,0.302208,-0.538911,-0.414968,-21.590706,10.810846,-8.211412,-2.073563,-0.312331,4.136192,27.691609,-9.279855,-37.394836,4635479557426642900.000000,-0.019431,-0.501663,0.166256,0.848714,-15.006063,-4.134253,-0.655441,-4.333533,-0.095335,3.960448,37.762877,34.141556,-2.125613,4635481060665196500.000000,-0.562442,-0.228447,-0.598840,0.522362,-8.990501,5.177658,1.919892,-0.230746,-1.826215,-0.083934,42.087394,-16.334413,-26.885242,4635479986923372500.000000,-0.466832,0.471470,-0.341608,-0.665649,-18.403995,1.279970,4.036678,-0.927974,0.832409,-1.775843,36.077067,0.248988,38.624731,4635480738542649300.000000,-0.478988,-0.267145,-0.826990,0.123657
1557516465362956,-11.400560,-2.456987,-1.277558,-0.649844,-0.369456,1.086019,44.596691,-19.949962,-4.804794,4635483316059897900.000000,-0.665918,0.301127,-0.538255,-0.419712,-22.396699,10.784050,-8.227790,-2.010659,-0.201192,4.272263,27.426170,-9.525640,-37.931222,4635479557426642900.000000,-0.038602,-0.497823,0.167962,0.849983,-15.693997,-4.469146,-0.450747,-4.364835,0.015688,4.013522,39.338126,32.640167,-0.975709,4635481137749397500.000000,-0.575038,-0.227960,-0.604380,0.502086,-7.538436,3.064278,-1.172089,-0.722144,-1.489221,0.316266,41.311877,-16.573717,-27.545951,4635479986923372500.000000,-0.466555,0.468128,-0.337460,-0.670301,-17.584317,0.938299,4.204615,-0.930758,0.772987,-1.678312,35.837553,0.059968,39.513733,4635480738542649300.000000,-0.476455,-0.259425,-0.831011,0.122917
1557516465371289,-12.132216,-3.112360,-1.233891,-0.577156,-0.310918,1.116684,44.438014,-20.198536,-4.881546,4635483316059897900.000000,-0.663856,0.299866,-0.537915,-0.424293,-22.815293,10.726296,-8.248927,-1.963939,-0.070267,4.394319,26.981248,-9.991698,-38.286991,4635479557426642900.000000,-0.058185,-0.494173,0.169997,0.850593,-16.220114,-4.810912,-0.176897,-4.350927,0.140372,4.060954,40.786270,31.118482,0.092483,4635481168039378900.000000,-0.587051,-0.227748,-0.609790,0.481308,-13.727229,6.085215,1.629414,-0.600706,-1.732763,0.494640,40.668213,-16.749464,-28.295545,4635479986923372500.000000,-0.466335,0.463589,-0.333508,-0.675566,-16.651460,0.885445,4.100832,-0.824363,0.732821,-1.562712,35.613193,-0.245217,40.493067,4635480738542649300.000000,-0.473969,-0.252271,-0.834712,0.122350
1557516465379622,-12.780858,-3.795502,-1.424492,-0.472028,-0.175682,1.128805,44.590577,-20.670142,-5.050563,4635483316059897900.000000,-0.661583,0.298516,-0.538138,-0.428491,-23.065261,10.432761,-8.114819,-1.925550,0.078970,4.509326,26.378349,-10.492193,-38.447495,4635479557426642900.000000,-0.078179,-0.490778,0.172297,0.850493,-16.682148,-5.135212,0.147702,-4.275615,0.282056,4.086184,41.990521,29.807804,1.175853,4635481168039378900.000000,-0.598320,-0.227933,-0.615015,0.460234,-9.408076,8.306026,-0.254070,-1.251891,-1.649030,0.574054,39.816921,-16.692372,-29.314494,4635479986923372500.000000,-0.464486,0.460403,-0.328016,-0.681679,-15.566000,1.102830,3.959836,-0.674955,0.698037,-1.501523,35.506290,-0.417780,41.344095,4635480738542649300.000000,-0.471445,-0.245585,-0.838148,0.122211
1557516465387955,-13.415879,-4.131941,-1.895157,-0.402944,-0.028484,1.145792,44.605614,-21.158203,-5.209495,4635483316059897900.000000,-0.659019,0.297190,-0.538900,-0.432388,-23.339475,10.039752,-7.977259,-1.871520,0.235270,4.620844,25.945999,-11.056106,-38.676889,4635479743337443300.000000,-0.098537,-0.487666,0.174891,0.849639,-17.203943,-5.382508,0.612207,-4.156311,0.429466,4.103275,42.898003,28.667766,2.278001,4635481168039378900.000000,-0.608769,-0.228608,-0.620008,0.439009,-13.424424,-3.031021,-1.257751,-0.988679,-1.663686,0.843245,38.950202,-16.539336,-30.260925,4635479986923372500.000000,-0.457655,0.458458,-0.320612,-0.691069,-14.437285,0.974759,3.739289,-0.484668,0.647728,-1.401979,35.590035,-0.400118,42.073997,4635480868108183600.000000,-0.468926,-0.239579,-0.841239,0.122586
1557516465396288,-14.158320,-4.509383,-2.036026,-0.336686,0.144041,1.149265,44.534032,-21.706292,-5.188621,4635483316059897900.000000,-0.656127,0.295975,-0.540249,-0.435921,-23.651916,9.668650,-7.673922,-1.813990,0.391347,4.714352,25.553762,-11.693195,-38.984415,4635479772175007700.000000,-0.119180,-0.484848,0.177736,0.848014,-17.761991,-5.497076,1.063538,-4.003308,0.569957,4.106563,43.838498,27.236228,3.394097,4635481168039378900.000000,-0.618355,-0.229807,-0.624726,0.417783,-8.534874,12.217438,-1.352600,-1.282885,-1.445790,0.953766,38.003577,-16.380623,-31.121198,4635479986923372500.000000,-0.453917,0.455451,-0.315874,-0.697673,-13.385899,1.788064,3.488174,-0.277879,0.633042,-1.412268,35.908260,-0.226273,42.956314,4635480953291014100.000000,-0.466222,-0.233922,-0.844163,0.123719
1557516465404621,-15.058581,-4.839932,-2.756841,-0.275698,0.200821,1.156659,44.376998,-22.195774,-5.427548,4635483316059897900.000000,-0.653153,0.294670,-0.541862,-0.439256,-23.779103,9.260167,-7.206960,-1.775727,0.542671,4.777406,25.089166,-12.139411,-39.227836,4635479772175007700.000000,-0.140082,-0.482331,0.180655,0.845634,-18.218371,-5.473937,1.499545,-3.817955,0.718477,4.099060,44.765933,25.498496,4.394475,4635481168039378900.000000,-0.627014,-0.231597,-0.629173,0.396683,-12.634566,0.863259,-2.346603,-1.461850,-1.281655,1.653374,37.359337,-16.381526,-31.964135,4635479986923372500.000000,-0.447541,0.452284,-0.312228,-0.705450,-12.092483,1.611571,3.199649,-0.110186,0.574089,-1.220229,36.131795,-0.009079,43.945043,4635480953291014100.000000,-0.463642,-0.229225,-0.846662,0.125123
1557516465412954,-15.650707,-5.181502,-3.285794,-0.190723,0.288813,1.174610,44.218299,-22.600279,-5.599876,4635483105486408700.000000,-0.650036,0.293245,-0.543881,-0.442328,-23.623183,8.813463,-6.634192,-1.708125,0.676624,4.817659,24.623691,-12.691769,-39.544274,4635479772175007700.000000,-0.160972,-0.480064,0.183760,0.842531,-18.501975,-5.509274,1.921452,-3.589840,0.866609,4.084848,45.616637,23.858411,5.276484,4635481168039378900.000000,-0.634700,-0.234071,-0.633319,0.375865,-15.824171,9.697472,4.751828,-2.140145,-1.479524,1.336632,36.508824,-16.382336,-32.988788,4635479986923372500.000000,-0.441013,0.450141,-0.305584,-0.713792,-13.188113,3.737479,2.202540,-0.013461,0.569527,-1.753274,36.222081,0.485595,44.823274,4635480823756573700.000000,-0.460685,-0.222820,-0.849566,0.127900
1557516465421287,-16.260531,-5.032554,-3.702933,-0.247709,0.228748,1.184388,43.915999,-23.062920,-5.387762,4635483101311533100.000000,-0.646951,0.291831,-0.545632,-0.445617,-23.100346,8.361796,-5.995420,-1.630870,0.804306,4.835630,24.149253,-13.402855,-40.011216,4635479772175007700.000000,-0.181795,-0.478062,0.186999,0.838713,-18.681345,-5.564995,2.380291,-3.308587,1.019073,4.058095,46.508036,22.283710,6.262379,4635481168039378900.000000,-0.641342,-0.237343,-0.637144,0.355522,-9.919374,0.586833,-7.503571,-1.840519,-1.159259,1.833183,35.562319,-16.234170,-33.855458,4635479986923372500.000000,-0.433089,0.447692,-0.301307,-0.721956,-19.453690,-3.447654,-0.786577,0.845829,0.428098,-2.226121,36.521050,1.493141,45.562658,4635480738542649300.000000,-0.457142,-0.216298,-0.852103,0.134751
1557516465429620,-16.356248,-5.041419,-3.375929,-0.289721,0.286162,1.174103,43.921999,-23.622549,-5.263779,4635483101311533100.000000,-0.643686,0.290650,-0.547436,-0.448893,-22.537164,8.058034,-5.739340,-1.571384,0.933265,4.812681,23.810512,-14.272647,-40.267079,4635479679245378600.000000,-0.202434,-0.476353,0.190214,0.834223,-18.945140,-5.561265,2.812542,-2.990974,1.163977,4.030187,47.476070,20.656535,7.299919,4635481245084929000.000000,-0.646938,-0.241496,-0.640623,0.335788,-10.750099,5.132257,1.195860,-1.992346,-1.216210,2.064770,35.123062,-15.927345,-34.447776,4635479986923372500.000000,-0.424182,0.444976,-0.296856,-0.730714,-18.305097,0.864986,1.285803,0.824487,0.751190,-0.995590,36.931035,2.478211,46.265792,4635480738542649300.000000,-0.453129,-0.214280,-0.854088,0.138891
